"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"abdc5b907c91dc39bcde65634402b06f","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Myxotrichum","Myxotrichum_deflexum"
"fabe0f7d31bebce195bf31d0fb7a7122","Unassigned",NA,NA,NA,NA,NA,NA
"3d8e6e2efbcc4f26c65dc63d7d7c3843","Unassigned",NA,NA,NA,NA,NA,NA
"4a3d2cdf183b89c88ac6ac908c0b30dc","Unassigned",NA,NA,NA,NA,NA,NA
"79fce0ed7d7707417feb07da65587512","Unassigned",NA,NA,NA,NA,NA,NA
"9be0b48d4a77b23b658189b5c05ab9af","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Tritirachium","Tritirachium_oryzae"
"34ae169c1dabbc78b18f29c7f106be1e","Unassigned",NA,NA,NA,NA,NA,NA
"93ed751c93e18788efc0f51918e6838f","Unassigned",NA,NA,NA,NA,NA,NA
"f68e44beceeba7f2a31f6e3ca669fb6a","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Sordariomycetes_gen_Incertae_sedis","Sordariomycetes_sp"
"f9aeea29bd100308374a202c6466e82a","Unassigned",NA,NA,NA,NA,NA,NA
"8c71dac4e78a41fa57217538ba4d62fb","Unassigned",NA,NA,NA,NA,NA,NA
"ebd1cd45ac4030308a98ff3420ab1e39","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_brachygibbosum"
"905342cc6832e5c164564f5a78932da8","Unassigned",NA,NA,NA,NA,NA,NA
"ce4ca6ba64f2256ef2d4574d18e71e32","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis",NA,NA
"5a638bf9b2a296462b8b18793613015c","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_minutum"
"56237a3544ee9f04792f2b7cf2f6a9ff","Unassigned",NA,NA,NA,NA,NA,NA
"f3843da599bbb5bac262495bf078c505","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA
"c540ed49392844a6debfd31450d3bcb5","Fungi",NA,NA,NA,NA,NA,NA
"650c39a0e96b069efa19ac9aa93c6e0c","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"505720abb762d20249a1516a1877bea9","Unassigned",NA,NA,NA,NA,NA,NA
"77f65b2872c152490bfedf7cf094c2b0","Unassigned",NA,NA,NA,NA,NA,NA
"6a2421c2efedb75f4a3e5caa40bd330a","Fungi","Basidiomycota","Cystobasidiomycetes","Sakaguchiales","Sakaguchiaceae","Sakaguchia",NA
"95211b2da2a590e85261d267fdd7e07a","Unassigned",NA,NA,NA,NA,NA,NA
"21874f9b10341b778ec341b939edb24c","Unassigned",NA,NA,NA,NA,NA,NA
"3febb3b3f4d41b07f9b356233c597c7c","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_sp"
"90fe62dffd19789a0b6b50e8936b4227","Unassigned",NA,NA,NA,NA,NA,NA
"d5026facbf3e3ea01d3bdba0fb43a605","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"239d0c5118957643dbf137539536cc90","Unassigned",NA,NA,NA,NA,NA,NA
"33084ba6a69b0a2f040d95f32f8b2fb0","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"a23fc0eef2afe7b7213fef2b915011a3","Unassigned",NA,NA,NA,NA,NA,NA
"607b7d425a42168433468cf01a8bf3fe","Unassigned",NA,NA,NA,NA,NA,NA
"e2bde2fcff19939da2ba021dc0d214b1","Unassigned",NA,NA,NA,NA,NA,NA
"50cf6d5546f688d709593f8af295f1a1","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae",NA,NA
"d8a361a52a85acdd1e5ab2f2b3708276","Unassigned",NA,NA,NA,NA,NA,NA
"e14352780b2961911922f8b1e12a4bbe","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
"d9b46b7faff88549eed15e69aff22ef9","Unassigned",NA,NA,NA,NA,NA,NA
"f3e21d31e7be1a6132b13df96d8041a2","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae",NA,NA
"b39c832d77047431442fea360c2452d4","Unassigned",NA,NA,NA,NA,NA,NA
"60e897e114b2aac402fdcb02cb555ce3","Unassigned",NA,NA,NA,NA,NA,NA
"b0624878743ea787fe1ebb199bd04dee","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"7723712189ffab5fb206a8508f809b48","Unassigned",NA,NA,NA,NA,NA,NA
"abdf3c64ede53bb889eab5b108a4dfe9","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomus","Xerocomus_illudens"
"eceef581fe08b4275ee8be9fd6522565","Unassigned",NA,NA,NA,NA,NA,NA
"d4d395da83083a287d2a9a00667e7496","Fungi","Ascomycota",NA,NA,NA,NA,NA
"449854fa2efb2b5dcceeccc81ebe2f42","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"0fbe24b8225e5cd99db977458f3ddaf6","Unassigned",NA,NA,NA,NA,NA,NA
"1aff9c218b56afb5dc6d19bbcfac42a1","Unassigned",NA,NA,NA,NA,NA,NA
"5e122968254f8fc71d0b4a74fe25b9b8","Unassigned",NA,NA,NA,NA,NA,NA
"6d0cf60ca05e2d1df583390c796d2527","Unassigned",NA,NA,NA,NA,NA,NA
"087a4197343baa2a3484ff63824c4f93","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Teichosporaceae","Teichospora",NA
"5198dbf9e62fff9a4edb9473fa8cb80b","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum","Microbotryum_anomalum"
"03fa1e2c2be91d669098af8315490d9c","Unassigned",NA,NA,NA,NA,NA,NA
"2d2e17ae5815fb802075b0813d860310","Unassigned",NA,NA,NA,NA,NA,NA
"90339816cf2a789779a25ae7b2372b79","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"aafb13874d55d4688671d66ed6267cc4","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae",NA,NA
"4d57f93167bb0de77eea3989ad6635c0","Unassigned",NA,NA,NA,NA,NA,NA
"54b3c7df0a7cedf92464548c2ff546c2","Unassigned",NA,NA,NA,NA,NA,NA
"62105309ac5ff93bbd4fbea8521fcb4d","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"2cd3f8c7ca63f7b56a84801ca6f8a78a","Unassigned",NA,NA,NA,NA,NA,NA
"2720dd9e2c1828461f60776a6baf4c08","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella",NA
"771bc381fcfa91e181a317524dcba008","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus"
"2c4f5f32a5646a9bf853e3a782a38ba5","Fungi",NA,NA,NA,NA,NA,NA
"5102cc7cc006729666e00cbd643b3cb4","Unassigned",NA,NA,NA,NA,NA,NA
"0405799836bf8e33dda842408cfe3c64","Unassigned",NA,NA,NA,NA,NA,NA
"bbd36f6caeddc0c6f9b7d6864bd582bb","Unassigned",NA,NA,NA,NA,NA,NA
"5950ea8f87abb1a6160af50088ea4784","Unassigned",NA,NA,NA,NA,NA,NA
"5b7d80c48406f345fcda34ced23d0ae8","Unassigned",NA,NA,NA,NA,NA,NA
"737ef3c762ea925a6713356d8e6d8a92","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Yuchengia","Yuchengia_narymica"
"cc75a0ac92490d4f5cbffa90f86f64aa","Unassigned",NA,NA,NA,NA,NA,NA
"99b50792867d29524c3ade34a2fec481","Unassigned",NA,NA,NA,NA,NA,NA
"8b3d704c3529ebaa866cba58fb360c19","Unassigned",NA,NA,NA,NA,NA,NA
"8c719c2b38c948413c5e2938b63c70b2","Unassigned",NA,NA,NA,NA,NA,NA
"576828b6f4664c072e0790960a77a9ab","Unassigned",NA,NA,NA,NA,NA,NA
"4fff02e46d353ff68fb7d48c7ea3cfa5","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae",NA,NA
"a9a62b7d07d0e49a0dfd1e46a9a2d1a5","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema",NA
"7a8c4e17f9d7980f95598b1eca9644e4","Unassigned",NA,NA,NA,NA,NA,NA
"3b52bcada873215bb91777070bd2477c","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_sp"
"48eeb44af8fce4b1957da742acd416f9","Unassigned",NA,NA,NA,NA,NA,NA
"e2747ca8f51b7bc04b6a165c9e56a409","Unassigned",NA,NA,NA,NA,NA,NA
"59e0854a425bb3bf89eb57ac69244316","Unassigned",NA,NA,NA,NA,NA,NA
"795a09c3f16d4446e11ea3a44390e2ae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Neptunomyces","Neptunomyces_sp"
"8b51bd7a46bf1a9250d8ade6dff6df36","Unassigned",NA,NA,NA,NA,NA,NA
"fc4b4da54910b615b7333ce810acec38","Unassigned",NA,NA,NA,NA,NA,NA
"7672bdf696d47cf87989149543d5b73b","Unassigned",NA,NA,NA,NA,NA,NA
"d52e05b2afc8518f380e064548b52d9b","Unassigned",NA,NA,NA,NA,NA,NA
"d60abe1b812b8151ee228c47ee297dcf","Unassigned",NA,NA,NA,NA,NA,NA
"5f8d9ab7a9b1f8277ad7471746a40c2b","Unassigned",NA,NA,NA,NA,NA,NA
"718befec6f14afbb7699c40710892981","Unassigned",NA,NA,NA,NA,NA,NA
"b3cadb6a75c9b6adb8ae442474b7e24b","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_sp"
"0e7b1213a9907106317a33cff9579c05","Unassigned",NA,NA,NA,NA,NA,NA
"10ed1b86d0ea3e2e13df1d594fd6e180","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","Rhinocladiella_similis"
"59b2c0aa6e95358386dcb66c4f0a6bcf","Unassigned",NA,NA,NA,NA,NA,NA
"6f69c7d5c4e51064ddf055a18be9f701","Unassigned",NA,NA,NA,NA,NA,NA
"6f361368154eb7755ab4590b34318e54","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neoscytalidium",NA
"124ce2a4247f71e594f6e9929b9ac6e9","Unassigned",NA,NA,NA,NA,NA,NA
"d094e5b49f8c1f016f46909d21c3fb6c","Unassigned",NA,NA,NA,NA,NA,NA
"c539c5ddf7afb169645082e20dee966e","Unassigned",NA,NA,NA,NA,NA,NA
"e871ae64bcf780fd3c8dba3b7eeba8c1","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_furfur"
"953f920a253928e94139ed3b36228cad","Unassigned",NA,NA,NA,NA,NA,NA
"7005fbb5cc5852dca422e94456166278","Unassigned",NA,NA,NA,NA,NA,NA
"f685b1b6336a929baee1e53d2254c689","Unassigned",NA,NA,NA,NA,NA,NA
"73b5464d12803122c0ea4d03cb2ad4b5","Unassigned",NA,NA,NA,NA,NA,NA
"5b7b851542b767f8adad12391d7a50cd","Unassigned",NA,NA,NA,NA,NA,NA
"4a59c7495f267a7bbe78c87d1808fa88","Unassigned",NA,NA,NA,NA,NA,NA
"d01adf3153de726454c67ec7297f6199","Unassigned",NA,NA,NA,NA,NA,NA
"24e0f0fd44d7f66d8081bda21f598410","Unassigned",NA,NA,NA,NA,NA,NA
"05c56adbf8d4ec4f0d1b484a4741027f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Psilocybe","Psilocybe_sp"
"fbe38fb5318f4d4d66452b11729b5d12","Unassigned",NA,NA,NA,NA,NA,NA
"ed303973ef63e21cb38ab38db5b0ff3d","Unassigned",NA,NA,NA,NA,NA,NA
"16b73a6b58a2f550407c09b01903ad79","Unassigned",NA,NA,NA,NA,NA,NA
"f503cbd4e9bf97e54f94a3e9211d9cd3","Unassigned",NA,NA,NA,NA,NA,NA
"ca30785605f4484575860edfb3f5be2d","Unassigned",NA,NA,NA,NA,NA,NA
"172c0cb37ea56600fece3c965d4bff19","Unassigned",NA,NA,NA,NA,NA,NA
"5c08577760020330d0149d57a7368800","Fungi",NA,NA,NA,NA,NA,NA
"a434f2e4c71e66d9712463ba7b73716b","Unassigned",NA,NA,NA,NA,NA,NA
"9494b11776d4c10f6fe7a28fd7dd7110","Unassigned",NA,NA,NA,NA,NA,NA
"780c775476f620fb070f210ceda73536","Unassigned",NA,NA,NA,NA,NA,NA
"15c4048d6329351baa3a2a91dd9c457b","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_sp"
"6c8b301aa12efd19b5a50bfacc388446","Unassigned",NA,NA,NA,NA,NA,NA
"ff195721e9b64e60e76f7bdedb3aca00","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia_sp"
"3cc2515b7055a43a05e1639cd95c8727","Unassigned",NA,NA,NA,NA,NA,NA
"1b79d6d648c768aae9c9fc77a75fcd15","Unassigned",NA,NA,NA,NA,NA,NA
"8ff635d069738908c20c5a15ae71b7fb","Unassigned",NA,NA,NA,NA,NA,NA
"f03109efb2a5aa4d83084de209976684","Unassigned",NA,NA,NA,NA,NA,NA
"e797c1cb990d66624992f8587c346b5e","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Meliniomyces","Meliniomyces_sp"
"6253a773813b6a118c196fc2a665dd73","Unassigned",NA,NA,NA,NA,NA,NA
"ba2b2b4cbcf464109f616c96efae8561","Fungi",NA,NA,NA,NA,NA,NA
"bee8fc1e79c33c665398f3025d906c69","Unassigned",NA,NA,NA,NA,NA,NA
"3a9bb3c29dcf19958a295fabaa049985","Unassigned",NA,NA,NA,NA,NA,NA
"a1cd1dd35b905a4def393329344302be","Unassigned",NA,NA,NA,NA,NA,NA
"887f83572ff00b46a4d32e337e49b9f4","Unassigned",NA,NA,NA,NA,NA,NA
"41b0a88f3cd67711a5a5164d30afaddc","Unassigned",NA,NA,NA,NA,NA,NA
"6c9a57209fc1a3f29634f2b60f7c51a4","Unassigned",NA,NA,NA,NA,NA,NA
"e04ce2328c685c766500dd665d6230a3","Unassigned",NA,NA,NA,NA,NA,NA
"059250e877135d63060697d6630fe1f2","Unassigned",NA,NA,NA,NA,NA,NA
"c333abe68a4f6df61ac04639a4a7505b","Unassigned",NA,NA,NA,NA,NA,NA
"b4c924e0888f2c73069315461572bd87","Unassigned",NA,NA,NA,NA,NA,NA
"7fe70c8d739a9e156a984ab53bd7fc95","Unassigned",NA,NA,NA,NA,NA,NA
"71da24f0e5389d607ad9cd08021de5a1","Unassigned",NA,NA,NA,NA,NA,NA
"e0934098f09f2590f473a9ef6ccc8c68","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"aa8ac7477ff35cabff50cafd4948ba9b","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Acaulium",NA
"59c00d578ae102f6773d3508b66aba0a","Unassigned",NA,NA,NA,NA,NA,NA
"234437778e0ef56bee60c36ab1c3c8b9","Unassigned",NA,NA,NA,NA,NA,NA
"95035fe59197d87444e873792e523d89","Unassigned",NA,NA,NA,NA,NA,NA
"228e7a40864879f5615b9fd5c2070c6d","Unassigned",NA,NA,NA,NA,NA,NA
"c60b75b38886e13f5b4640fefc651eb1","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"78a103cf11c9aa03d58c3844de80e74f","Unassigned",NA,NA,NA,NA,NA,NA
"db99c55e196cebc1dd82067e30a9852e","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA
"b4ece302ef198b5dfb1b8db1af8e9959","Unassigned",NA,NA,NA,NA,NA,NA
"ce92a9093e657a726ab2988580e92df8","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma",NA
"76deebf2e426df879a564d10f1e44c1e","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","Occultifur_sp"
"416b4d908e10a95d010f685c8f3270c7","Fungi","Basidiomycota","Tremellomycetes","Tremellomycetes_ord_Incertae_sedis","Tremellomycetes_fam_Incertae_sedis","Tremellomycetes_gen_Incertae_sedis","Tremellomycetes_sp"
"893e1f068b3794784fd416f380806b5f","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Subuliphorum","Subuliphorum_sp"
"079f465c42a63ef5236383c057e6487e","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"e7a5801952176a8104357500169a73e4","Unassigned",NA,NA,NA,NA,NA,NA
"87e2c2b38d8e7eb152f5f975fe6fd079","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_sp"
"255231b754638c609b30a60c0cccdb01","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera",NA
"bd83b5f3adb6c93efea338651f749ca6","Unassigned",NA,NA,NA,NA,NA,NA
"879c7c9d6a7ebe3dd78c4771f0e5291f","Unassigned",NA,NA,NA,NA,NA,NA
"6981ab03032c79fe9fd9cfa55e600524","Unassigned",NA,NA,NA,NA,NA,NA
"b9bf174f49be45bdb0c9c98172c9687a","Unassigned",NA,NA,NA,NA,NA,NA
"d9a842058376e4513a1de2defb32ab7b","Unassigned",NA,NA,NA,NA,NA,NA
"4e70b8b721b10e6334fda657ecbe2654","Unassigned",NA,NA,NA,NA,NA,NA
"e3e6277525c1892898d4487d567d88fe","Unassigned",NA,NA,NA,NA,NA,NA
"f13d1c049220ddc04ff3a3faa3f4c313","Unassigned",NA,NA,NA,NA,NA,NA
"bff319a54c349335ef5d49cfd3c075fc","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Boeremia",NA
"e96a29ef0ea25158d971b1a87e3cbf91","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_brinkmannii"
"b6dc3bafc8325403127473fc18b77343","Unassigned",NA,NA,NA,NA,NA,NA
"02ef2bdf9bf4afdd3a232c237e754299","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_sp"
"26a481f12b49842888dab37bfc9b5ee7","Unassigned",NA,NA,NA,NA,NA,NA
"2cf00beb98192d00f7f665e702b62534","Unassigned",NA,NA,NA,NA,NA,NA
"509e26472057dd54fef5c2fed2eae810","Unassigned",NA,NA,NA,NA,NA,NA
"190f9fa3e31bc3eb9eab01900c5b4e56","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Petriella","Petriella_sordida"
"d7267e87f23c3c5c057f3704324f2e6b","Unassigned",NA,NA,NA,NA,NA,NA
"b15fc19e354180702c35c32ffd94e95f","Unassigned",NA,NA,NA,NA,NA,NA
"d6a75e1a23e4f2e6263771521e8134b4","Unassigned",NA,NA,NA,NA,NA,NA
"8d9325fb7ffc93c6efed9ebf389ed89e","Unassigned",NA,NA,NA,NA,NA,NA
"418a2965e3c352a970d15ec80dac6ebb","Unassigned",NA,NA,NA,NA,NA,NA
"926f45e709a03e3bb889861caa5592e1","Unassigned",NA,NA,NA,NA,NA,NA
"bd4156447f777a8d3db87faf8ad6c05e","Unassigned",NA,NA,NA,NA,NA,NA
"08e79f71a254e664efb9085e03f29b40","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria_bassiana"
"db387964ffca6af390bfada9cc6aed7b","Unassigned",NA,NA,NA,NA,NA,NA
"99b3644b87d87383124a231a31bf32e5","Unassigned",NA,NA,NA,NA,NA,NA
"bbf4f4ccd6a0a23b16c0cb370ef0c0be","Unassigned",NA,NA,NA,NA,NA,NA
"ff2aae166ef1f4dd130349f3877cd8ba","Unassigned",NA,NA,NA,NA,NA,NA
"52ae77816a36a74a9c1874ed6640b717","Fungi","Ascomycota","Dothideomycetes","Gloniales","Gloniaceae","Cenococcum","Cenococcum_geophilum"
"2f0698d7cf2251342031f59d572849f6","Unassigned",NA,NA,NA,NA,NA,NA
"6a37731b68e5c216ce1064fd5f8390e7","Unassigned",NA,NA,NA,NA,NA,NA
"26060d789b938525ad0c87e1a5072836","Unassigned",NA,NA,NA,NA,NA,NA
"06526d0c93976d9ab1dba99ce8942c94","Unassigned",NA,NA,NA,NA,NA,NA
"1cc84394695806ed725e5c6ddad3564d","Unassigned",NA,NA,NA,NA,NA,NA
"01a82e7f84c6ce514d757c19fe2ebdb0","Unassigned",NA,NA,NA,NA,NA,NA
"4670307fea412a7c641e762d5904105e","Unassigned",NA,NA,NA,NA,NA,NA
"9cc476543bf84f6f22ed8c0ae6990455","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"526b2ce2cb1f35878212a8f36486924b","Unassigned",NA,NA,NA,NA,NA,NA
"4bf845275c97838563d018714746d540","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania_servazzii"
"e6a5fda6ad708d7b80295fd35579d66e","Unassigned",NA,NA,NA,NA,NA,NA
"c3ff0e3a56bb1d67820f594949a784c6","Fungi","Ascomycota",NA,NA,NA,NA,NA
"9816a8218bea0b20f2a563fcacaaee94","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"57c73feddb743d4a230c015f00156599","Unassigned",NA,NA,NA,NA,NA,NA
"af9aa11070ee76435a12fac6549a5576","Unassigned",NA,NA,NA,NA,NA,NA
"179c67b6fbbc15029e4a13ab919e7856","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Teichosporaceae",NA,NA
"ba787375afd4e8cf12b7fdec620415fe","Fungi",NA,NA,NA,NA,NA,NA
"ccbd0efd3d84b9233615271496faf77f","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Antrodiella",NA
"6c3e359532b57a44e562b09fb3fef039","Unassigned",NA,NA,NA,NA,NA,NA
"e8bafbcbc7856f84092a7e8b164fc6e7","Unassigned",NA,NA,NA,NA,NA,NA
"6c1c9d1e92b43cf4e54c083ec3a15f37","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"e36460730d2d098437b387252b1c3fe8","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Nakaseomyces","Nakaseomyces_bracarensis"
"d6bd42501c632e67c51a194ac90ee101","Unassigned",NA,NA,NA,NA,NA,NA
"bcdb4a0a8648411b312e307989d7bd45","Unassigned",NA,NA,NA,NA,NA,NA
"6475f04da4a6534b99cf862e0ccde590","Unassigned",NA,NA,NA,NA,NA,NA
"d489c7b09dd4a5aa73f58fc05a387686","Unassigned",NA,NA,NA,NA,NA,NA
"c9b4bb3061b9eed376804202c1419528","Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp"
"c2d78c979835206ae5fd4a0a98ccd1cf","Unassigned",NA,NA,NA,NA,NA,NA
"4d5ecbd1d3f081dee55cc6177c262703","Unassigned",NA,NA,NA,NA,NA,NA
"d7718202c04ffb5902e5acddbba0dec1","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA
"a6291129f6def34bcd7864ddf90bf88b","Unassigned",NA,NA,NA,NA,NA,NA
"4cf2652e8bcfc7ffea06de1cdedac2c1","Unassigned",NA,NA,NA,NA,NA,NA
"132289acb477a138f01e40cac8162114","Unassigned",NA,NA,NA,NA,NA,NA
"783c440c348927858cffd017b6729243","Unassigned",NA,NA,NA,NA,NA,NA
"a697b51f1de7a0b7c7d25bf365222eaa","Fungi",NA,NA,NA,NA,NA,NA
"d615189163c22a646b8d31ee6f03919f","Unassigned",NA,NA,NA,NA,NA,NA
"07b5eda76bd6a36bdf23ec8cdea4b7e7","Unassigned",NA,NA,NA,NA,NA,NA
"3e8ef2f7f2a78b58a20af35e96091f66","Unassigned",NA,NA,NA,NA,NA,NA
"ae2ce75dc13b17e9568553cfec313c51","Fungi","Ascomycota","Dothideomycetes","Coniosporiales","Coniosporiaceae","Coniosporium","Coniosporium_sp"
"d600b7bec6ac55366995a3fc654d067b","Unassigned",NA,NA,NA,NA,NA,NA
"9201ca5a3c0d63095c77b1c5722f66b0","Unassigned",NA,NA,NA,NA,NA,NA
"e4225a30b0480f5caa31c24099a961de","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_infirmominiatum"
"21e1623fb9bd59c761769b83991d11fa","Unassigned",NA,NA,NA,NA,NA,NA
"36e166f3ceeb9de6c8d9bd9f17f2991c","Unassigned",NA,NA,NA,NA,NA,NA
"79b20a246239599acbb8bb92f58f4a51","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"405ed0cae11fda08cde9361d760e1f24","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium",NA
"6d42059125ff40f6a722c21b1c577a07","Unassigned",NA,NA,NA,NA,NA,NA
"5bc8e7f631a05a12a54a729f2a89d814","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Pestalotiopsis","Pestalotiopsis_sp"
"5835386966c5d02c9a7e8dc1dd2bd5e0","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Paramyrothecium",NA
"72e66016378e33b7330575cd08bc7706","Unassigned",NA,NA,NA,NA,NA,NA
"882224a64832094d964c8ead408dc12d","Unassigned",NA,NA,NA,NA,NA,NA
"223bc19b5ab3b973b511b5d4a5cb5f59","Unassigned",NA,NA,NA,NA,NA,NA
"8f93680015122b05041aee48b492fcec","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_sp"
"5b3777a54a2318c9edbee274b2bc0871","Unassigned",NA,NA,NA,NA,NA,NA
"736198903b893472fa75855f6d90ed2d","Unassigned",NA,NA,NA,NA,NA,NA
"33db160a506fac3ac876317f2e1f9940","Unassigned",NA,NA,NA,NA,NA,NA
"c81d4b56888f01ed8d863baa82cdf748","Unassigned",NA,NA,NA,NA,NA,NA
"fc297f5abb64c37b94c6f63276e67094","Unassigned",NA,NA,NA,NA,NA,NA
"c84dc163b87f7d1e54e3fb313b9d6ea7","Unassigned",NA,NA,NA,NA,NA,NA
"b48a421d44b64c5dd6d6932b93973335","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"f93235ccef9fbfd64d1c9e2d117d1d6b","Unassigned",NA,NA,NA,NA,NA,NA
"6cae84c845ac2ac13f30f87e3e66c1d3","Unassigned",NA,NA,NA,NA,NA,NA
"38a2c908530b7c829844fdc96fada23a","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",NA
"fadba0e270ba00be56939a6ecd589f7e","Unassigned",NA,NA,NA,NA,NA,NA
"d2c35e2813ec17f8ce1b33afe7a21734","Unassigned",NA,NA,NA,NA,NA,NA
