"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"f2512a713b8f04f472e7eeed839d204c","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_sp"
"0a30216e3986a9c822adce29c9c6e27d","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella",NA
"403fdd28fac726454c161ffb1d3a393d","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"470aac61f13322f74a1f36956d5d9405","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Oligophagozyma","Oligophagozyma_castellii"
"81aa1b36cd9303696bc03435d0947bb1","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA
"8581515b438ac7fd50102b450945379d","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_jadinii"
"e1c7d07e4616ba98c5b9bf37d01a331c","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia",NA
"e13d3d028f026d2976c6f1c82c3ef061","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_foliicola"
"374c02225902261ac55ae86cc88316c9","Unassigned",NA,NA,NA,NA,NA,NA
"c43fcfa8bc7ce494733b36286923f0a2","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"b1b1984e094f91fb4fc3f795439bbd3c","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_sp"
"a3ac8573a8c07eba047f965c471e194c","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"cbbff3d9db82d96a08d765bf664ff3c3","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis",NA,NA
"58507053ddee87515ac39b3dbce615c9","Unassigned",NA,NA,NA,NA,NA,NA
"3549aac7251d3f61328815535e451b28","Unassigned",NA,NA,NA,NA,NA,NA
"5b0c16254d9e344a710e369309bca645","Unassigned",NA,NA,NA,NA,NA,NA
"3739d6e2001fcdf54999411efffcb123","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA
"84615e5100ed11dbd89f0c78e15058c8","Unassigned",NA,NA,NA,NA,NA,NA
"3ed0f4cf10db16aca2db4ee61644d2a3","Unassigned",NA,NA,NA,NA,NA,NA
"b34a9d69e4bcb107e28936d647c11b9c","Unassigned",NA,NA,NA,NA,NA,NA
"9de7e175c885c64d332a1520ce5cf822","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Hasegawaea","Hasegawaea_japonica"
"a6c48edd218cb2d615df60c128fed435","Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp"
"e0a4768a2a0384d171afadd6e15ed70e","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_amestolkiae"
"f575bf54861bb08b6e841ad1141be76e","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia_coronata"
"83878d054ea6824878f1883a6fb7cfc0","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA
"7a7d19d7645646f5c9fac89458ee6071","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_sympodialis"
"d852625f058177911d3ed835efcf3692","Unassigned",NA,NA,NA,NA,NA,NA
"f221cd233572703f1649f76622061c26","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA
"9150863e1ac79fa37b4a2f74a4326f18","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"2378aa378ed559bf80a11417ab1305d2","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"58fccab56b8da19340d68709b9a963c9","Unassigned",NA,NA,NA,NA,NA,NA
"5d3044cedd8a0df0e0c58723361f39ca","Unassigned",NA,NA,NA,NA,NA,NA
"64de0bf80015077dd8f5b6956a6ae1b1","Unassigned",NA,NA,NA,NA,NA,NA
"8a006be2cc34e38d234af0ac68a23f0d","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"15b11be284530aa353eadc4c227fac7d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"d388eb09ad52361c6a32e140c7f3aafc","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_guilliermondii"
"ce46a86bd488cc5204c648634bbe3c9c","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces",NA
"80b719a4591973f1b70060dad7414ce6","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica"
"05aee7d824cc0623e9c9dbdc26aa6a52","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_flaviporus"
"5e9f131605317935bac96979a8e01d4c","Fungi","Ascomycota",NA,NA,NA,NA,NA
"80603833228b51168e42eba7800a50e7","Unassigned",NA,NA,NA,NA,NA,NA
"35ac9992bbb90ccb87a904206774b91e","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus_colostri"
"cc99fb1d0dd5ecee517bc9250ab2c7ca","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"109ca1965e19f0c6433ee6a3d645c32a","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_brevicaulis"
"8759e166fa3bd5939aacaeb6fed24614","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",NA
"34459f0e37e5b778a43bd3b25873b66a","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"0842eaee45a4cf3d3cf852d06919bfb4","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"31055a9bf1946714ee7e27a8e2d97866","Unassigned",NA,NA,NA,NA,NA,NA
"5c22e994e735ef50762e6f59207be6b5","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Kodamaea","Kodamaea_ohmeri"
"0d25790fc70100dcc8f8a89671131917","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_sp"
"dcd8d093628c6bf2a17f6dfe5156b2da","Unassigned",NA,NA,NA,NA,NA,NA
"9220b7f6444b8f32dc2001712279f5eb","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Aphanoascus","Aphanoascus_fulvescens"
"ba1066dafea79b514134baec4e581253","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"2b5859af00f2e2b7bd7984ce92529c43","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Parasarocladium","Parasarocladium_sp"
"86dbaaec17f148be394449bde8c67593","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys",NA
"ec0c5e231710285baa2ca7a289b13ed2","Unassigned",NA,NA,NA,NA,NA,NA
"d0c33b0f89767b49ea3ac2673609c39e","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales",NA,NA,NA
"9fcc7ebc888713920a2a861c77d320e9","Unassigned",NA,NA,NA,NA,NA,NA
"03a3c3f6d42608717cb6c95de98ec520","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA
"e5af7e93220aefc54c4a8186f41dcfe8","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema",NA
"a94ba05774ed0336d7606cfc2dfadd0c","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum"
"11c0450028b029cab8bf9286338b7ed6","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon",NA
"fb2a98fe82dc967f79c1a3dad11bb8e7","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_sp"
"e9d24f88df2b958cbad6cdfd432949f3","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","Clavispora_lusitaniae"
"f31c071b0c2ce06f7cc57eafee18d49b","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema",NA
"ecb72486569a37ee99c4eff988a34183","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_magnum"
"3196b99f3c66057c89a7359728fede8f","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Eutypella",NA
"88b76b943f37befdcc2f55b0b55b7db8","Unassigned",NA,NA,NA,NA,NA,NA
"c0e435da7bc1d3717b58b4ad7b3c4615","Unassigned",NA,NA,NA,NA,NA,NA
"ebb970b074f1c17dbc1a909247314c8e","Unassigned",NA,NA,NA,NA,NA,NA
"1a786f4be2166ea355557e50076332d0","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"d678879825f1ad8434788bc5a64e9372","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium",NA
"2e40fde936a71efafadaae1091091c07","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"fce6600d6e999c2d810bb333b1ca624c","Unassigned",NA,NA,NA,NA,NA,NA
"c282c77c2ed0f2f01c9a786149a0e7bd","Unassigned",NA,NA,NA,NA,NA,NA
"56e70c312c335b518e559eda43885d2a","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ad13254a5efb01386a36e536dd2a1d97","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans"
"153fdd555cdc520cc9f08c3271c734b4","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","Phallus_rugulosus"
"330fef7cf8e935defa7f7c24b23047a7","Unassigned",NA,NA,NA,NA,NA,NA
"b542b36e296d78b54ad132e717adcd9b","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_sp"
"e6e711a7306f87f8854a14b45515b529","Unassigned",NA,NA,NA,NA,NA,NA
"ef1e0a1bfdb0daa7b0d7770f754d6995","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA
"5b7ff6cd199493b1fa0e24e3f73d9a0c","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"a6098a1d4620f42a7e0452dcacfa0d1a","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_racemosus"
"0dd7b89cc88f94419efdaa4b8377aa26","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"d56bab0a3d8bc7b203bf32c8ec2e4e8d","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Nakaseomyces","Nakaseomyces_nivariensis"
"45c4ffbfe718d4bd1f2343e117a46359","Unassigned",NA,NA,NA,NA,NA,NA
"75a4cb4cba8d243bc2f1b261b380fd8d","Fungi",NA,NA,NA,NA,NA,NA
"26de6680481d022ad25fda417b89e40a","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"0788842c91d0b132bc360af0c51eb4e8","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_sp"
"03417b004f4ed4795d8515661d184113","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma",NA
"f0c6aa3ec860144ddd9a8d19bb6f0cc7","Unassigned",NA,NA,NA,NA,NA,NA
"6daf74744f0d53e25acf6e2b715d86e2","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pyrenochaetopsidaceae","Pyrenochaetopsis","Pyrenochaetopsis_sp"
"ddf595ae89bd621af1ad9f00f0c19f5a","Unassigned",NA,NA,NA,NA,NA,NA
"119c7aee01764df2a10008c3ce151892","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_sp"
"e5ca94964a4fc2d3487fb2c36ff2a07c","Unassigned",NA,NA,NA,NA,NA,NA
"3001e6583f34cc634f5d073a14f99b55","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_disseminatus"
"9dd3f039e16f42c900b40642e3758d2b","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria",NA
"2f03aeb15c96eb63d2e31a9a64a38277","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp"
"df3ee5bcd2686cbfb6e9df61b4ad1e17","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma",NA
"74f9ddbe696b88d5ea6a327519622423","Fungi",NA,NA,NA,NA,NA,NA
"56b9074f11807f97acfb936efa5e1f35","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA
"e05a102698b266d02fe1f7d86409c3b2","Unassigned",NA,NA,NA,NA,NA,NA
"ea17821cb16dd09743e0f795f1ce7ecd","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","Lycoperdon_perlatum"
"409115293951eb8b8acaab267a3dc0cd","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Hypocreales_gen_Incertae_sedis","Hypocreales_sp"
"aa356b0d5e3a71cb2610c356176fe5fd","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"52792101dfa3a7260f599142fc0c55b4","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"7d3fd9a88d2de81c25fda1b4f8c440bc","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"10ff8891605e83fe43271addb0bbb8eb","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kurtzmaniella","Kurtzmaniella_sp"
"331b50cdd175e932a91dc51a5ef484c9","Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp"
"0f00ad51ec1dc1877deb3ae1afb0ed4a","Unassigned",NA,NA,NA,NA,NA,NA
"cb09fece05dbcfd0bc75f5073b75c902","Fungi",NA,NA,NA,NA,NA,NA
"0b5db2112e8f92efcf1c04d6486396d7","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",NA
"a9ac0e97929c6e60ff96a2937f133955","Fungi","Basidiomycota","Cystobasidiomycetes","Buckleyzymales","Buckleyzymaceae","Buckleyzyma",NA
"341fd9e59ac85e474e708f61d49190f5","Unassigned",NA,NA,NA,NA,NA,NA
"e97829b84f54f4eb282da82ae912c92e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_fasciculare"
"c2fe1c898e895104261543c558190f9f","Unassigned",NA,NA,NA,NA,NA,NA
"c08751a7edcd165eeb1484324b65f024","Unassigned",NA,NA,NA,NA,NA,NA
"c4f0e7afdc78b417e76ddc2392069cb7","Unassigned",NA,NA,NA,NA,NA,NA
"0820d28bf90a1a5a7774865d145715fb","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium",NA
"842313d82afe45c9a0cf90bb07eee095","Unassigned",NA,NA,NA,NA,NA,NA
"0c4169ae41216961f813f26d4eb5bbf0","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium_sp"
"571bf57f8656910082e52bb9077587d0","Unassigned",NA,NA,NA,NA,NA,NA
"27860b3d5552fe4be451cda68875c98c","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces",NA
"757a00f5a398c4f193bca5cadfb9bfde","Fungi","Ascomycota","Leotiomycetes","Chaetomellales","Chaetomellaceae","Pilidium","Pilidium_sp"
"2f07bc04181b2720f6ab4c767fdd1398","Unassigned",NA,NA,NA,NA,NA,NA
"9a738d4e8b957fbd5380eaa0cc4c6c30","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp"
"e9826d04b3d6f47e30149735e33108ec","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"cb1aa3c8b1a1b284d1eadfca4c0f9ffa","Unassigned",NA,NA,NA,NA,NA,NA
"584b218fb40ff8ce45df6c1ae2150201","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola"
"f07cb62e9babd674590da2f9064a4299","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA
"6d54fff93ea01c97ab209af20e0170f9","Unassigned",NA,NA,NA,NA,NA,NA
"f4c3aa72b869b2c6a5eecb42ff60f381","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"8f673b245c03f22ffa4a3fe5ec7aa27e","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiales_fam_Incertae_sedis","Leucosporidiales_gen_Incertae_sedis","Leucosporidiales_sp"
"6dc879ee69a37ef42209e9f013d505f9","Unassigned",NA,NA,NA,NA,NA,NA
"9f66d7138270f8c7b8cbef634b3ab48d","Unassigned",NA,NA,NA,NA,NA,NA
"e6b9ece7d4fa468dbad176de215e1229","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_dermatitidis"
"b6e5fe80227ba3331e47c390a32aadc0","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces",NA
"5249068820dd95ef1d3f3a8d4fa87898","Unassigned",NA,NA,NA,NA,NA,NA
"f0aa42891608223cf72c4ecd27686ff4","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales",NA,NA,NA
"c0c92845de30d5480ef885edea15c843","Unassigned",NA,NA,NA,NA,NA,NA
"7a1953e956e03377ecf42dbd15355090","Unassigned",NA,NA,NA,NA,NA,NA
"dd0330de5a0cec2e7b773be24f7b0595","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_pachydermatis"
"a6d1ad24bbfa3605b873b4a70fa12149","Unassigned",NA,NA,NA,NA,NA,NA
"9f7747a6f636f2cab5aa412087c31b3d","Unassigned",NA,NA,NA,NA,NA,NA
"e1f3dfeb5a19fc7d16d78a845379aaed","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"218966248c3ccf50d3dbf9b005f651c1","Unassigned",NA,NA,NA,NA,NA,NA
"4a751d97401455a00252a76784ebadaf","Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp"
"4108d932bbe936843857d69acd00c3ca","Unassigned",NA,NA,NA,NA,NA,NA
"c783179d6b07c6b1f5e533fc58655e7c","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA
"a4f5a8db1033558a90fc383831384d39","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora",NA
"3836f77a070878875aeddc8fe5355fbe","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"a249074856c810af9ea2798f122b5ad8","Unassigned",NA,NA,NA,NA,NA,NA
"8eb130abb5bba0f98b2abafdf38300d5","Unassigned",NA,NA,NA,NA,NA,NA
"7c2b33fde46e2bb402a5ad0d895470f7","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces",NA
"409e41f9d6ddf243a70973a27b77ba36","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"b7baf4041a468b755e6e3e8819012f61","Unassigned",NA,NA,NA,NA,NA,NA
"4a8833489202b042fdfa1584ea16a4e3","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_sublateritium"
"ab5ab934a5cd534eb561dca02b4691f6","Unassigned",NA,NA,NA,NA,NA,NA
"9ca425603320f345dcb4b944c4445876","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA
"48957680e4a6582c03c33ba97cf7aab0","Unassigned",NA,NA,NA,NA,NA,NA
"87460b140ce159aabcdc7f6dee752ea5","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"6bd2f857b53d628f5d5551ac1a104616","Unassigned",NA,NA,NA,NA,NA,NA
"9fdb63fe4391a62b614e4f05ba1aa02f","Unassigned",NA,NA,NA,NA,NA,NA
"a93679c91793553e45ba92dd2d6ea971","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Simocybe","Simocybe_sp"
"a98da5b1482008c4f9a608f4221ae90e","Unassigned",NA,NA,NA,NA,NA,NA
"fcc4e7cab77df5ca264fa3529566e161","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium_globosum"
"9f7fe08567681ef5c7b375bee1ab2370","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Pseudotaeniolina",NA
"f22748e39989fe7986d295f6b999ece5","Unassigned",NA,NA,NA,NA,NA,NA
"c3bf1f895a5ebe9d6ae1632b0e8d0c59","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"cc457483ef003f280535d45bf9eaadc2","Fungi","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA
"698dc5f9ede2505ec598400a30e165d7","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum",NA
"e330f78c5acc4e07c69561565a7b1ec0","Unassigned",NA,NA,NA,NA,NA,NA
"ac9b2570c0a72abc7c303b448ad855ce","Unassigned",NA,NA,NA,NA,NA,NA
"b9eacc771761083ed1fc974952598ada","Fungi","Fungi_phy_Incertae_sedis","Fungi_cls_Incertae_sedis","Fungi_ord_Incertae_sedis","Fungi_fam_Incertae_sedis","Fungi_gen_Incertae_sedis","Fungi_sp"
"ad22efc1874fc607ff163bfad76e9b41","Unassigned",NA,NA,NA,NA,NA,NA
"b7fb0ed299339df459da07df2625e110","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_micaceus"
"21c069be9533941794ec3b63bc4bb57d","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_slooffiae"
"6a6d4104a09c8259d2439bdb4b9f3cb6","Fungi","Basidiomycota","Agaricomycetes","Boletales","Tapinellaceae","Tapinella","Tapinella_atrotomentosa"
