"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"a46833147d524b23f5eb0325d3d8c04c","Unassigned",NA,NA,NA,NA,NA,NA
"80b15b817eac5629a6cbbe389b6c2c2e","Unassigned",NA,NA,NA,NA,NA,NA
"9ae6aac58b52ab91f8985384058016a6","Unassigned",NA,NA,NA,NA,NA,NA
"6da5102bdf3a627f7b31be1bd15c46ba","Unassigned",NA,NA,NA,NA,NA,NA
"349a072353802c084555777cc097757a","Unassigned",NA,NA,NA,NA,NA,NA
"2edf817524ed429e0eaf68f8aa9e5731","Unassigned",NA,NA,NA,NA,NA,NA
"2bbacaf776648cfbec1c542c1294a967","Unassigned",NA,NA,NA,NA,NA,NA
"1b67dcaa25d371d358cf4ddffaaa26e0","Unassigned",NA,NA,NA,NA,NA,NA
"f87c2396d95e4b5d498e6ae057d58f3e","Unassigned",NA,NA,NA,NA,NA,NA
"1325a6a8e636f4b2dd95dc4fc57e0ac7","Unassigned",NA,NA,NA,NA,NA,NA
"ec5329b9e6eaf792a75ac9c79f2a7a03","Unassigned",NA,NA,NA,NA,NA,NA
"56410f066a82f9cb76d75fd6c5bf3b4a","Unassigned",NA,NA,NA,NA,NA,NA
"0eb404e7a37e7b302d6fe26ba8104024","Unassigned",NA,NA,NA,NA,NA,NA
"7dc912c3874449fc5416c88d05d4ce60","Unassigned",NA,NA,NA,NA,NA,NA
"28491c7818f811991bb42f9c4028a190","Unassigned",NA,NA,NA,NA,NA,NA
"53990389da566f0181cdfe2c658c2ed4","Unassigned",NA,NA,NA,NA,NA,NA
"5c14ef3ae5bbc8d7ae43e6bc2ea0ca27","Unassigned",NA,NA,NA,NA,NA,NA
"d3a64d988d15f7b20d2e58bc01bbb55f","d__Eukaryota",NA,NA,NA,NA,NA,NA
"24b642f15d0f524f8152610ae092bfed","Unassigned",NA,NA,NA,NA,NA,NA
"20afe0e8477c7781b2bd34363b297e6d","Unassigned",NA,NA,NA,NA,NA,NA
"e709670735dc9186e5d59957214c574b","d__Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"b095cb21486820fdd945c971d5455601","Unassigned",NA,NA,NA,NA,NA,NA
"8b5063dec217ecfb865b8f1c565bb636","Unassigned",NA,NA,NA,NA,NA,NA
"f94d489c161bab91b953e16cc01b196d","Unassigned",NA,NA,NA,NA,NA,NA
"d83d9f0c2703eedeb35b8efb44ec6e72","Unassigned",NA,NA,NA,NA,NA,NA
"d67243e7cb5b751685b1f78ef7a39bc0","Unassigned",NA,NA,NA,NA,NA,NA
"42d9c97b6ea02348849837b010bb10e4","d__Eukaryota",NA,NA,NA,NA,NA,NA
"93c114d9dd386905a0462c3b143e27fe","Unassigned",NA,NA,NA,NA,NA,NA
"ea70282bd14dd90f18774706f3d251da","Unassigned",NA,NA,NA,NA,NA,NA
"059f21a327c6af44dca4120a1c3c1aaf","Unassigned",NA,NA,NA,NA,NA,NA
"54bb2f9cc643b8f2d8969f6b704a899e","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"9f95ef59e2343248e2bb67c8b4b50f8c","Unassigned",NA,NA,NA,NA,NA,NA
"788876c65095bc061e219b3adbe5e8fd","Unassigned",NA,NA,NA,NA,NA,NA
"5506d372fc9bebe238d2277df96600cc","Unassigned",NA,NA,NA,NA,NA,NA
"f62d4b874ecb50ec2fe129d2581f1f23","Unassigned",NA,NA,NA,NA,NA,NA
"c79e1a94ef07a584ecec96244b0ca312","Unassigned",NA,NA,NA,NA,NA,NA
"2c8007c8eb2f8fd818d2de9ec8bfbba4","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ccf81d30fd0d597a5d918ecbf9973d1f","Unassigned",NA,NA,NA,NA,NA,NA
"997926b0fa1d0662461bd09489d56d30","Unassigned",NA,NA,NA,NA,NA,NA
"d9c2f9e7505f0cc52793e6247090c40f","Unassigned",NA,NA,NA,NA,NA,NA
"8e44b77575765d8add6791ad2db47b34","Unassigned",NA,NA,NA,NA,NA,NA
"c1c42ca7530a505e3537b8c24882b3b4","Unassigned",NA,NA,NA,NA,NA,NA
"26a7641eb0d42329cb78456c83eaa713","Unassigned",NA,NA,NA,NA,NA,NA
"deccb22091e4cedcb2b9c8687b65983d","Unassigned",NA,NA,NA,NA,NA,NA
"ba620b132d5b6365fe2c19ab8a10515e","Unassigned",NA,NA,NA,NA,NA,NA
"2252bcf2c0bbbc4126a9a94aba641d0c","Unassigned",NA,NA,NA,NA,NA,NA
"e857c4a9278d532dc6220fd789471292","Unassigned",NA,NA,NA,NA,NA,NA
"65099263e46f84a2d102f5e39d12b143","Unassigned",NA,NA,NA,NA,NA,NA
"84541577eddc910dff862a59af47a3eb","Unassigned",NA,NA,NA,NA,NA,NA
"8afa793d61e93e9186271592f05743cc","d__Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"a88b1fe615e156180548cf93473b4a46","Unassigned",NA,NA,NA,NA,NA,NA
"e2610f7cdbc094aa0519456238c2d107","Unassigned",NA,NA,NA,NA,NA,NA
"2eb61a05161c1baa25fbea1b0e33a9a2","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"6c53d9f7635f0aa0278d389437ab5002","Unassigned",NA,NA,NA,NA,NA,NA
"9690ff012cfc6aba7349d98358d5017f","Unassigned",NA,NA,NA,NA,NA,NA
"67f3b2d545697d9f9cf7bf4c6e724ee6","Unassigned",NA,NA,NA,NA,NA,NA
"f61b24342856b47a76d62ac5e4b8b01d","d__Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"3f0d826ef0cff80b4d338b726e1d61f2","Unassigned",NA,NA,NA,NA,NA,NA
"1dd6f4ae2bf915b8576bc5611bdc0e54","Unassigned",NA,NA,NA,NA,NA,NA
"8c5cbbaac9c6c1b3253f3de13a742c76","Unassigned",NA,NA,NA,NA,NA,NA
"cfb97bf64e96a1d07c37e79ab0bde4fa","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA
"6adb38c39cf8aae4463a138b32208468","Unassigned",NA,NA,NA,NA,NA,NA
"dc3056cf4252c13d710a66751fd5a681","d__Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"e5a293504dd6d793a4a4dcd8bb15fffe","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"86e8cc1cbefba39ddeb1ea47e4b08027","Unassigned",NA,NA,NA,NA,NA,NA
"42997cce3368b8d4c4af1209acad18c4","Unassigned",NA,NA,NA,NA,NA,NA
"86a6ba3390c5f4d8e243174cb61ee271","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ddfdb6c38e1da8a2a247b459101214c2","Unassigned",NA,NA,NA,NA,NA,NA
"77c53108b3639c6d45b1dde97f160f0f","Unassigned",NA,NA,NA,NA,NA,NA
"4da51be41dca85158b5415c7cdc3244f","Unassigned",NA,NA,NA,NA,NA,NA
"9e97d2c0811dd5272849a0a5b26d2b57","Unassigned",NA,NA,NA,NA,NA,NA
"92bc5fe343f7aac478591db797134f38","Unassigned",NA,NA,NA,NA,NA,NA
"210017c09ab693e4d6154d0d11d4d84c","Unassigned",NA,NA,NA,NA,NA,NA
"828af16d92f83017aef3fe9f28a3d2dc","Unassigned",NA,NA,NA,NA,NA,NA
"95b432e3e37c864e69f5549679fded3d","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"91d5418d5befdf483b4048a1144ca208","Unassigned",NA,NA,NA,NA,NA,NA
"22aaf11db8b668a9722d0ecaeed83d15","Unassigned",NA,NA,NA,NA,NA,NA
"728a57fe244ea47086ae6c952d7416eb","Unassigned",NA,NA,NA,NA,NA,NA
"da1bd04de9f9753aae0d7a2ad1662e8a","Unassigned",NA,NA,NA,NA,NA,NA
"b2ac4203918dd7f0fbbfce9ba57322af","Unassigned",NA,NA,NA,NA,NA,NA
"bc663b7d03715a380a1ac48a9b63ac40","Unassigned",NA,NA,NA,NA,NA,NA
"fb5a801ad44b9ba99ee9b93985795613","Unassigned",NA,NA,NA,NA,NA,NA
"c282c77c2ed0f2f01c9a786149a0e7bd","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"ae4f29477077775edce046fc59a0d7f3","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"2a1781575db8b4492923a855ff8f7404","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"3ad3bdb0a909fe1a9395c2a6f674fa1e","Unassigned",NA,NA,NA,NA,NA,NA
"3724421e421bf008e9b3ed2aa09977f8","Unassigned",NA,NA,NA,NA,NA,NA
"c4f0e7afdc78b417e76ddc2392069cb7","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"dd1cd8e7a3bf06f4ac565eaa177acdbf","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",NA
"3efce317c7efea724f04a26808f228a5","Unassigned",NA,NA,NA,NA,NA,NA
"12f8b3f1e0d9b6fcc97a52b69681e6b4","Unassigned",NA,NA,NA,NA,NA,NA
"323c2b7f08ad6a867b402c4bf0a747fc","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",NA
"58fccab56b8da19340d68709b9a963c9","d__Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"f23920dff5e01e689d38ba2ef53ba074","Unassigned",NA,NA,NA,NA,NA,NA
"c8ee18ec80c7a5c92167ef70dc88c39b","Unassigned",NA,NA,NA,NA,NA,NA
"e9b92c0b643d7ca0f754c0f0adec799c","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"0d19d52a8346c4059dc55cb23925994c","Unassigned",NA,NA,NA,NA,NA,NA
"fb3e689bec0b263f60c2aae41310c71f","Unassigned",NA,NA,NA,NA,NA,NA
"033dbf70fc018d58aac3d9decc301a53","Unassigned",NA,NA,NA,NA,NA,NA
"909fc202d6509aee9c741a70be79b8fa","d__Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"520742ea364870497e850d11a9efe21c","Unassigned",NA,NA,NA,NA,NA,NA
"6c330c8e0a5e953079f70731e2bc084e","Unassigned",NA,NA,NA,NA,NA,NA
"c657bbe7199e7d91b6543eb15b93b8a4","Unassigned",NA,NA,NA,NA,NA,NA
"f648a7984e8f98f6b1b33aa9e279ab28","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"1e262cffed53a5da7238f129823cce02","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"8516da9b24f7bb2e05a3deea7f6fbba2","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",NA
"b322281de4ac043263cb80464bf96716","Unassigned",NA,NA,NA,NA,NA,NA
"223114f31a0e16fcbf6d9f78ed3a0c8d","Unassigned",NA,NA,NA,NA,NA,NA
"2d7c4aa527d81b8b0707adcaeceb7a4d","Unassigned",NA,NA,NA,NA,NA,NA
"1fb42c26d4fc97a5c867e18f9d045417","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA
"f1b4599e7fa4f0145e606373f4e109e1","Unassigned",NA,NA,NA,NA,NA,NA
"138db03662b20111adba46bc7ca48285","Unassigned",NA,NA,NA,NA,NA,NA
"87156d7a062c6bdc735da5c12fface13","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"dfdaea8724c4e4892545ef2579ff4558","Unassigned",NA,NA,NA,NA,NA,NA
"250139a3473dc979ae35a238a5cabdfe","Unassigned",NA,NA,NA,NA,NA,NA
"3828d9fda25cc3db9eed496e75c4614f","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"c1a68dc8c5f669ae8e8f6336cad6b12a","Unassigned",NA,NA,NA,NA,NA,NA
"64571e90ce499e2b88050ac0deb58f0e","Unassigned",NA,NA,NA,NA,NA,NA
"e0db43160c5e671acc84fce857f365cc","Unassigned",NA,NA,NA,NA,NA,NA
"a34680e574475dfbd2084ac6489e7d7e","Unassigned",NA,NA,NA,NA,NA,NA
"3a247768c418750867f45cf0c7f192fe","Unassigned",NA,NA,NA,NA,NA,NA
"5462928739e0e0e4450874d3a3a34672","Unassigned",NA,NA,NA,NA,NA,NA
"c89611c134955b7ff14ae2d22991265d","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"60281a861d947489ce0aaf6b4434f67f","Unassigned",NA,NA,NA,NA,NA,NA
"fce591decd9fcec5c912805ebf6569d9","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Listeria",NA
"6b3ae1a81445e98f80812ef0e4048b49","Unassigned",NA,NA,NA,NA,NA,NA
"f74bf0c611decf99c58933123f8abc66","d__Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"fcd97fcb90447a18400941be52592949","Unassigned",NA,NA,NA,NA,NA,NA
"9ac000cd5c91ed7f7fbf05daa0dfdb0a","Unassigned",NA,NA,NA,NA,NA,NA
"725b66005c7a8b8f32e02f8fa6c42423","Unassigned",NA,NA,NA,NA,NA,NA
"f056d14b7479b98b03792ffbe72da965","Unassigned",NA,NA,NA,NA,NA,NA
"a5b7273eebdbe93e7643f979dfc1c813","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"172b1b46b2812bbe8a2bbce8e1b34530","Unassigned",NA,NA,NA,NA,NA,NA
"86a0bdccc96a3f60260e9288987941cd","Unassigned",NA,NA,NA,NA,NA,NA
"86727ba91798fe999afb1318935d14e2","Unassigned",NA,NA,NA,NA,NA,NA
"929e21e4dc36b4f49d7dd4ab3a0f99a5","Unassigned",NA,NA,NA,NA,NA,NA
"195ccec25d30f8e320b0227940e59725","Unassigned",NA,NA,NA,NA,NA,NA
"fbfea2fa0ba29f63de4b281f7489ed8e","Unassigned",NA,NA,NA,NA,NA,NA
"d2fcc0eedaae1cc1df11c5b053740db9","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"ed0e6ee902957fabf15f55860760c23f","Unassigned",NA,NA,NA,NA,NA,NA
"c4c7c39fdcbf8375c64a165c97368536","Unassigned",NA,NA,NA,NA,NA,NA
"9309b573e5e99d9ecf8e05efda5775a4","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"953c6bc34cae02bd33ca2f84b62a946c","Unassigned",NA,NA,NA,NA,NA,NA
"ab27002f08176c5a8a0601689383d0bd","Unassigned",NA,NA,NA,NA,NA,NA
"64d848a1b5390d2f31c3df2899d0faf9","Unassigned",NA,NA,NA,NA,NA,NA
"db06edc0809c5b371464f109c8ad820c","Unassigned",NA,NA,NA,NA,NA,NA
"8d347d6fe7b1c7db47cb601aba7b070e","Unassigned",NA,NA,NA,NA,NA,NA
"75a945d542086974d29e7baae1cc294a","Unassigned",NA,NA,NA,NA,NA,NA
"7bdb000891c507678e7d14072c759983","Unassigned",NA,NA,NA,NA,NA,NA
"acf88a7ff10949359942cb8bfd46dee1","Unassigned",NA,NA,NA,NA,NA,NA
"5c1b88729da1cfe72a434f671d06d861","Unassigned",NA,NA,NA,NA,NA,NA
"9d82e7b1fc09b36fef82bd08db22c19e","Unassigned",NA,NA,NA,NA,NA,NA
"fb49cabb927df87c640e04056ab9771f","Unassigned",NA,NA,NA,NA,NA,NA
"1e0b99d4eab773d94adef704349277dc","Unassigned",NA,NA,NA,NA,NA,NA
"d80927d6ab5bc955a7fc81bb1d819bc9","Unassigned",NA,NA,NA,NA,NA,NA
"5df90e94d02170a0bdc98f4060e6ac24","Unassigned",NA,NA,NA,NA,NA,NA
"1b910fba3f5204365a141196509c4199","Unassigned",NA,NA,NA,NA,NA,NA
"8fd8ef4df6522183e57ee2d39ae8182a","Unassigned",NA,NA,NA,NA,NA,NA
"9e30c7be97868f4b6f8c78beb1aade0e","Unassigned",NA,NA,NA,NA,NA,NA
"1612b4d5976584bfc0768a1672f6f6d9","Unassigned",NA,NA,NA,NA,NA,NA
"f8f394f3fa7387eb3e9868bfbe91fc0f","Unassigned",NA,NA,NA,NA,NA,NA
"ba3cc30daad138a17d1d6bd69ebc0498","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"054ee7824526c922ede33b83c546033a","d__Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"795a3bbcde94c8e0dcaf677e73f76100","Unassigned",NA,NA,NA,NA,NA,NA
"fa69cb121ac6ab6304af3129e1010f4f","Unassigned",NA,NA,NA,NA,NA,NA
"e4462d0fcffeb924f0a0f710984019d9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"467f98f51d78fd1d8b66ac968dfa7436","Unassigned",NA,NA,NA,NA,NA,NA
"7e0ef59911cd691fd6106301e38911cd","Unassigned",NA,NA,NA,NA,NA,NA
"0474f1ca3d58f58509d7795f93e06e71","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus",NA
"c7143acf50138801d903164bbf4d902b","Unassigned",NA,NA,NA,NA,NA,NA
"d81318b936c00c1e171ce2db2d56ef34","Unassigned",NA,NA,NA,NA,NA,NA
"ff0f1bfe172d2ae76f6f69359bcad3a0","Unassigned",NA,NA,NA,NA,NA,NA
"6aea1808d6ca09f776146df3dec7c81a","Unassigned",NA,NA,NA,NA,NA,NA
"acea64ddfbf6442ada7ffb6d52f9267b","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"4b78a87b09afc4252f420f52a2a1a5a9","Unassigned",NA,NA,NA,NA,NA,NA
"7de1c9cc0754f05471dfdd75e7cb0d7a","Unassigned",NA,NA,NA,NA,NA,NA
"3e842d9ac2efdcfe40bb6e4e1077d109","Unassigned",NA,NA,NA,NA,NA,NA
"a71975ccf85d3f526e5a65830c9f3c44","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Finegoldia",NA
"733f7592238a9bb20dfc67d727d6db6b","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"0e0889e117b8be219411168c17ea5ce6","Unassigned",NA,NA,NA,NA,NA,NA
"78ecb47aec694569497e862b1addd4ad","Unassigned",NA,NA,NA,NA,NA,NA
"491adff458507cdb948956e128a00d6f","Unassigned",NA,NA,NA,NA,NA,NA
"bf76769cbbb79cdc7c5d6f6525c89e0d","Unassigned",NA,NA,NA,NA,NA,NA
"35acd72c9f786e16247275d0f3568e5b","Unassigned",NA,NA,NA,NA,NA,NA
"7b6a0946cb7ec0729cde3048d3b8247d","Unassigned",NA,NA,NA,NA,NA,NA
"326e23511bb551f6643b3e1e78c9db74","Unassigned",NA,NA,NA,NA,NA,NA
"ec6ac8ec60b405452cd0fdf62bf4712a","Unassigned",NA,NA,NA,NA,NA,NA
"92cdda6513807fb57bb6fece035618f0","Unassigned",NA,NA,NA,NA,NA,NA
"a06b6e5a53f62ed8f04455f1bfdabfcf","Unassigned",NA,NA,NA,NA,NA,NA
"46c5ac988fdb6c9bc5184a6bc93d2ef3","Unassigned",NA,NA,NA,NA,NA,NA
"9255c637ce250d8d216dd1111b4c8b54","Unassigned",NA,NA,NA,NA,NA,NA
"5d366c11106143a3d655f4313d4bda01","Unassigned",NA,NA,NA,NA,NA,NA
"44219beaef6560867e550b45ee5b82a5","Unassigned",NA,NA,NA,NA,NA,NA
"b1350f341b39f9ffb18ebd33980e310f","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"193f67f39f8151cb173b926f57ea1c42","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"b4223b25f267499d020dd0e480aaf377","Unassigned",NA,NA,NA,NA,NA,NA
"fee2e64375dc157f2c16a0f57e13c0bb","Unassigned",NA,NA,NA,NA,NA,NA
"3a6b66f8fe2842f1d5c50fd232e5e83c","Unassigned",NA,NA,NA,NA,NA,NA
"ebb970b074f1c17dbc1a909247314c8e","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"a87763902670f9801b58eb2dd0316d99","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Anaerococcus",NA
"14c01de94f6bbd91fafc0333d696cdc8","Unassigned",NA,NA,NA,NA,NA,NA
"c1ef38e2382094f81ed46587d2a3216b","Unassigned",NA,NA,NA,NA,NA,NA
"57bb5feebe1652d2ffdc42fbac26550e","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"7c440863d8f85268074d30fa83299063","d__Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Raineyella",NA
"9ea5c087342fc634e47362b4390115b1","Unassigned",NA,NA,NA,NA,NA,NA
"dda8f6370010a31228cc8657fbfcb4da","Unassigned",NA,NA,NA,NA,NA,NA
"000cc81b45f498548774bbdae93776ec","Unassigned",NA,NA,NA,NA,NA,NA
"715ee45c15f3cacdb08fbf153c439172","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"38b457475f85055e963204b3e175aede","Unassigned",NA,NA,NA,NA,NA,NA
"e91132996b676c907d69d81e721c6e9f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"3a4a592a5d84448036c1a9e5533cbe47","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Peptoniphilus",NA
"7246d5cfead8571e9de4848af6310be6","Unassigned",NA,NA,NA,NA,NA,NA
"9f66d7138270f8c7b8cbef634b3ab48d","d__Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",NA
"9aeccac6a25e3f24531aeae04f98e7b1","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Anaerococcus",NA
"f4b2d68d653643df0c2b2267a528f9fd","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"6c751af82a8f3241afd9caf1e6565b5e","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae",NA,NA
"de87ed968299278d2eb41dc212cc4f4e","Unassigned",NA,NA,NA,NA,NA,NA
"b87a9aacd32de02bec5802cfbca6850e","d__Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia",NA
"82c9f61c72f72df63d0ec7cc327a7f1e","d__Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"3be80e9c8989f4c1faa73ae830ac30ca","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Jeotgalicoccus",NA
"4e94337b7a63177f56a266746f322cd2","Unassigned",NA,NA,NA,NA,NA,NA
"beea7b65b6795b1adf293bd88af0eab2","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"762a5c09d64563c2b35b77683a85c58d","Unassigned",NA,NA,NA,NA,NA,NA
"ae3881a263bd709c727eea27c31da707","Unassigned",NA,NA,NA,NA,NA,NA
"144fda66e1efba384fec8016a9229b6d","Unassigned",NA,NA,NA,NA,NA,NA
"8800b431e09684856ba2809feda6caa1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"b9be26ad6451e44f44f699b4ea24f403","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"06ecb2454abf76b0900f367e46c888a3","Unassigned",NA,NA,NA,NA,NA,NA
"e2075c27df11652b2d41e562edff6792","Unassigned",NA,NA,NA,NA,NA,NA
"d39e80321f00560e40c0071d8f780307","d__Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA
"2f80ab5b8588d135f00214bd2459c590","Unassigned",NA,NA,NA,NA,NA,NA
"4d55b3c92cd211fe7f6e4ce718b1d74b","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"8cee1c0ba0611bdf6bf152b699966d37","d__Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"6f8e320437cdb0f5825d2c643d5278c6","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"e962a3483056a1907b56ac445524046f","d__Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcaceae",NA
"ad60a97d92145b72e6520fdf7124b29f","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"92ca389c62a93fd7694151603b4f5e61","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"b045c17a9da6dfab5115c9b3f6fc7303","Unassigned",NA,NA,NA,NA,NA,NA
"6460f9ee105c7aa7eb35e9ff3d2bf4f7","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",NA
"3753ddbf29c9898197026641c4b60f59","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Fenollaria",NA
"9c389d41c654489a65b25bd5a43e2628","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Anaerococcus",NA
"19e9909b39c56bd199888529965392e6","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"3746ac9fab80d38248aba6c6e2a0e00d","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"1f7350701df5b72424519f0f3b84c4cd","Unassigned",NA,NA,NA,NA,NA,NA
"6ea89dc5332ad3ed3de1109dd2bb909a","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"e8525b27eb879f8a2da4e813ce583898","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA,NA
"0088012bd88315a2efe18dad8a72e384","Unassigned",NA,NA,NA,NA,NA,NA
"664614cd561c372c90012e3528be4e1b","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"6b85bf3322b0ba633bc3dc15e7aecda8","d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"cbec95fbc3fb5da6246f556d786f8921","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Anaerococcus",NA
"5506cc6be6c9f7a3ef9cf5b6cef1d57c","Unassigned",NA,NA,NA,NA,NA,NA
